person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
MORTGAGE,DEBTCONSOLIDATION,D,22,24000,15.62,1,0.16,2,153000,5,Y
MORTGAGE,PERSONAL,B,24,20000,10.37,0,0.12,4,165000,5,N
MORTGAGE,HOMEIMPROVEMENT,F,25,25000,19.74,0,0.15,4,165000,0,N
MORTGAGE,EDUCATION,A,21,20000,6.91,0,0.12,4,165000,5,N
OWN,MEDICAL,A,23,6000,7.9,1,0.38,2,16000,7,N
MORTGAGE,DEBTCONSOLIDATION,C,23,2275,13.06,0,0.14,4,16000,3,Y
OWN,PERSONAL,A,23,2000,6.39,0,0.13,3,16000,7,N
RENT,DEBTCONSOLIDATION,E,23,25000,14.93,1,0.17,3,148000,1,N
MORTGAGE,MEDICAL,C,23,5600,12.84,1,0.35,4,16000,1,N
OWN,VENTURE,E,24,3625,17.14,1,0.23,2,16020,3,Y
MORTGAGE,VENTURE,A,22,5500,7.14,1,0.34,3,16094,2,N
RENT,PERSONAL,A,25,25000,8.9,0,0.14,2,175000,2,N
OWN,PERSONAL,B,22,2000,12.42,0,0.12,3,16200,6,N
RENT,HOMEIMPROVEMENT,C,24,25000,12.68,0,0.14,2,185000,7,Y
RENT,PERSONAL,C,25,25000,11.03,0,0.15,2,162000,9,N
RENT,VENTURE,A,26,30000,7.9,0,0.19,4,161000,10,N
MORTGAGE,MEDICAL,B,22,35000,10.65,0,0.22,4,160000,0,N
RENT,VENTURE,B,25,25000,11.86,0,0.11,4,225000,5,N
OWN,PERSONAL,A,25,5000,8.94,1,0.3,4,16400,1,N
OWN,VENTURE,B,23,4375,9.63,1,0.27,4,16500,6,N
RENT,PERSONAL,C,25,24750,14.22,1,0.5,3,49500,6,N
RENT,DEBTCONSOLIDATION,B,23,24750,9.33,1,0.41,3,60000,4,N
RENT,MEDICAL,C,24,24500,13.85,0,0.29,4,84200,8,N
MORTGAGE,EDUCATION,B,22,2000,10.65,0,0.12,2,16800,5,N
RENT,MEDICAL,B,24,24500,11.46,0,0.27,4,92000,8,N
MORTGAGE,PERSONAL,A,23,35000,7.66,0,0.22,2,160000,5,N
MORTGAGE,VENTURE,E,24,12000,16.77,0,0.07,4,160000,9,N
MORTGAGE,PERSONAL,B,25,12000,9.63,0,0.07,4,160000,1,N
RENT,PERSONAL,C,26,25000,12.23,0,0.16,4,160000,6,Y
MORTGAGE,MEDICAL,D,25,10000,14.09,1,0.07,4,125800,0,N
RENT,PERSONAL,C,25,24250,13.98,1,0.45,4,54000,2,N
RENT,EDUCATION,B,23,24250,10.62,1,0.39,4,62500,1,N
MORTGAGE,DEBTCONSOLIDATION,A,24,3900,0,1,0.23,3,16800,0,N
RENT,PERSONAL,E,25,24250,17.56,1,0.35,4,68400,9,N
RENT,MEDICAL,D,26,24250,14.96,1,0.37,2,56045,1,N
RENT,DEBTCONSOLIDATION,D,22,24250,15.65,1,0.33,2,74000,7,Y
RENT,MEDICAL,D,24,24250,15.7,1,0.31,2,65453,9,N
RENT,VENTURE,B,24,24250,12.53,0,0.27,3,89908,1,N
RENT,HOMEIMPROVEMENT,E,26,24250,17.56,1,0.31,3,78000,0,Y
RENT,PERSONAL,C,23,24250,12.87,0,0.24,2,100000,0,Y
RENT,PERSONAL,D,23,24250,15.7,0,0.24,2,103000,6,N
MORTGAGE,EDUCATION,A,25,9000,0,0,0.06,3,160000,2,N
OWN,VENTURE,B,25,15000,11.14,0,0.09,4,160000,5,N
MORTGAGE,VENTURE,D,24,20000,16,0,0.13,3,160000,3,N
MORTGAGE,EDUCATION,D,23,25000,15.65,0,0.16,2,160000,2,Y
MORTGAGE,DEBTCONSOLIDATION,C,26,13750,0,0,0.09,4,160000,0,N
MORTGAGE,VENTURE,D,21,15250,15.31,0,0.1,4,160000,3,Y
MORTGAGE,VENTURE,C,25,20000,13.47,0,0.13,2,160000,3,Y
MORTGAGE,HOMEIMPROVEMENT,C,22,4750,13.85,1,0.28,2,16800,0,Y
RENT,PERSONAL,D,25,24250,0,0,0.22,3,111996,9,N
MORTGAGE,VENTURE,B,21,6000,10.39,1,0.36,4,16800,0,N
RENT,HOMEIMPROVEMENT,B,25,24250,11.36,0,0.21,2,115200,0,N
RENT,EDUCATION,B,23,24250,11.83,0,0.17,3,144000,0,N
RENT,EDUCATION,B,23,24250,12.53,0,0.08,3,287000,3,N
RENT,HOMEIMPROVEMENT,D,22,24150,14.96,1,0.22,3,108000,1,Y
RENT,DEBTCONSOLIDATION,C,22,24000,13.85,1,0.56,3,43000,7,Y
RENT,VENTURE,B,23,24000,11.58,1,0.51,4,47004,1,N
RENT,VENTURE,D,24,24000,16.29,1,0.5,2,48000,4,Y
RENT,MEDICAL,A,26,24000,0,1,0.5,3,48000,4,N
RENT,EDUCATION,D,21,24000,16.29,1,0.53,2,44964,2,Y
RENT,PERSONAL,B,25,24000,10.74,1,0.46,2,52000,0,N
MORTGAGE,EDUCATION,C,22,2250,15.27,0,0.13,3,17352,0,Y
RENT,PERSONAL,F,24,24000,17.8,1,0.51,2,47000,3,N
MORTGAGE,VENTURE,B,22,1000,11.36,0,0.06,2,17400,6,N
RENT,MEDICAL,E,22,24000,17.56,1,0.49,4,49000,2,N
RENT,PERSONAL,A,26,24000,7.9,1,0.4,4,60000,0,N
RENT,PERSONAL,B,25,24000,10.99,1,0.4,4,60000,3,N
RENT,PERSONAL,A,22,24000,7.29,1,0.4,3,60000,0,N
RENT,MEDICAL,B,21,24000,10.75,1,0.4,2,60000,5,N
RENT,DEBTCONSOLIDATION,A,26,24000,7.9,1,0.39,3,62004,9,N
RENT,EDUCATION,D,22,24000,14.84,1,0.38,2,62400,3,N
RENT,DEBTCONSOLIDATION,A,26,24000,0,1,0.37,2,65000,10,N
MORTGAGE,EDUCATION,C,22,4975,0,1,0.28,3,17760,6,Y
RENT,DEBTCONSOLIDATION,E,23,24000,19.69,1,0.41,2,59000,5,Y
RENT,VENTURE,A,23,24000,0,1,0.36,4,66000,6,N
RENT,VENTURE,D,24,24000,14.96,1,0.4,4,60000,0,N
RENT,EDUCATION,A,25,24000,6.99,1,0.36,3,66143,9,N
RENT,PERSONAL,E,22,24000,16.45,1,0.39,4,62250,3,Y
RENT,EDUCATION,B,24,24000,10.99,1,0.34,4,70000,8,N
RENT,DEBTCONSOLIDATION,B,23,24000,10.99,1,0.32,2,74000,7,N
OWN,PERSONAL,A,22,3000,7.9,1,0.17,4,18000,3,N
RENT,EDUCATION,B,22,24000,12.69,1,0.32,4,75000,6,N
RENT,MEDICAL,B,24,24000,10.37,1,0.32,3,75000,9,N
RENT,HOMEIMPROVEMENT,C,24,24000,0,1,0.32,3,75000,7,N
RENT,DEBTCONSOLIDATION,F,26,24000,15.83,1,0.35,3,69000,0,N
RENT,PERSONAL,C,23,24000,13.92,1,0.31,3,78000,4,N
OWN,VENTURE,B,22,2000,11.49,0,0.11,3,18000,0,N
RENT,MEDICAL,B,24,24000,10.25,0,0.3,2,80000,2,N
OWN,HOMEIMPROVEMENT,A,22,3500,7.49,1,0.19,4,18000,1,N
OWN,EDUCATION,A,23,4000,5.99,1,0.22,2,18000,3,N
RENT,PERSONAL,D,23,24000,12.92,1,0.32,2,74700,6,N
RENT,PERSONAL,B,26,24000,11.58,0,0.27,3,88596,3,N
RENT,EDUCATION,A,25,24000,8.9,0,0.25,2,95000,4,N
RENT,DEBTCONSOLIDATION,E,22,24000,19.69,1,0.29,3,83000,6,N
RENT,VENTURE,A,25,24000,6.54,0,0.25,4,95000,9,N
OWN,HOMEIMPROVEMENT,D,21,4900,14.54,1,0.27,4,18000,3,Y
OWN,EDUCATION,B,21,5000,11.11,1,0.28,2,18000,0,N
RENT,PERSONAL,C,26,24000,12.73,0,0.24,4,100000,5,N
RENT,VENTURE,D,24,24000,15.62,0,0.22,4,110000,7,N
OWN,HOMEIMPROVEMENT,A,24,6250,6.54,1,0.35,4,18000,0,N
RENT,DEBTCONSOLIDATION,F,22,24000,0,1,0.24,2,98000,7,Y
RENT,DEBTCONSOLIDATION,G,26,24000,20.03,1,0.23,4,103872,6,N
RENT,EDUCATION,B,22,24000,9.91,0,0.2,4,120000,4,N
RENT,VENTURE,B,24,24000,12.69,0,0.2,4,120000,1,N
RENT,EDUCATION,G,26,24000,20.16,1,0.22,3,108000,9,N
RENT,PERSONAL,D,24,24000,16.49,0,0.19,4,124080,4,Y
MORTGAGE,MEDICAL,D,23,2500,15.95,1,0.14,2,18000,1,N
RENT,DEBTCONSOLIDATION,B,24,24000,11.49,0,0.18,3,130000,7,N
RENT,PERSONAL,B,25,24000,10.99,0,0.18,2,135000,8,N
RENT,HOMEIMPROVEMENT,C,24,24000,13.79,0,0.18,2,135000,4,N
RENT,MEDICAL,G,23,24000,20.03,1,0.18,3,114750,2,Y
RENT,EDUCATION,A,23,24000,7.49,0,0.16,4,150000,0,N
RENT,DEBTCONSOLIDATION,D,23,24000,16,1,0.17,2,138000,7,Y
OWN,PERSONAL,A,24,13000,7.88,1,0.72,3,18000,6,N
OWN,VENTURE,B,21,6250,10.62,1,0.35,4,18000,0,N
RENT,DEBTCONSOLIDATION,B,26,24000,10.99,0,0.15,4,155000,7,N
RENT,EDUCATION,F,26,24000,18.3,1,0.16,2,148000,1,N
RENT,DEBTCONSOLIDATION,C,26,24000,0,0,0.14,2,170000,3,Y
OWN,PERSONAL,B,21,2500,11.36,0,0.14,3,18000,1,N
RENT,HOMEIMPROVEMENT,B,24,23975,0,1,0.55,2,43896,8,N
RENT,MEDICAL,C,23,23750,13.47,0,0.2,2,120000,4,N
RENT,PERSONAL,B,24,23600,11.89,1,0.43,3,54996,2,N
MORTGAGE,DEBTCONSOLIDATION,B,24,10000,12.18,1,0.56,2,18000,0,N
RENT,DEBTCONSOLIDATION,C,25,23600,13.49,0,0.23,4,102000,9,N
RENT,PERSONAL,E,23,23575,14.5,1,0.31,4,75000,3,N
OWN,MEDICAL,C,22,4000,0,1,0.22,2,18000,2,N
OWN,MEDICAL,D,22,5400,15.31,1,0.3,2,18000,1,Y
MORTGAGE,MEDICAL,B,25,4000,0,1,0.22,3,18000,1,N
OWN,VENTURE,B,21,3375,0,1,0.19,2,18000,5,N
RENT,VENTURE,A,22,23400,7.49,1,0.35,2,66960,1,N
RENT,PERSONAL,C,22,23000,0,1,0.53,3,43385,7,N
RENT,EDUCATION,B,25,23000,0,1,0.41,2,56544,3,N
RENT,VENTURE,B,23,23000,12.18,1,0.38,4,60000,2,N
MORTGAGE,VENTURE,C,24,1200,11.34,0,0.07,4,18000,3,Y
RENT,EDUCATION,B,25,23000,9.91,1,0.36,3,63208,9,N
RENT,HOMEIMPROVEMENT,B,24,23000,11.99,1,0.35,4,65000,0,N
RENT,EDUCATION,B,23,23000,9.62,1,0.34,2,68000,7,N
OWN,DEBTCONSOLIDATION,B,22,3000,9.96,1,0.17,3,18000,1,N
RENT,VENTURE,C,25,23000,0,0,0.29,2,80000,9,N
RENT,VENTURE,D,24,23000,14.54,1,0.26,2,88000,1,N
RENT,MEDICAL,B,22,22750,11.36,1,0.39,4,58600,5,N
RENT,DEBTCONSOLIDATION,C,23,22500,14.27,1,0.32,2,70000,7,N
OWN,HOMEIMPROVEMENT,B,24,3000,11.99,1,0.16,3,18287,3,N
RENT,EDUCATION,F,26,22500,18.99,1,0.32,2,69846,2,Y
RENT,VENTURE,E,24,22400,16.7,1,0.31,4,73000,0,Y
MORTGAGE,PERSONAL,A,24,5000,9.32,1,0.27,3,18500,8,N
RENT,DEBTCONSOLIDATION,B,23,22250,12.69,1,0.64,3,35000,2,N
RENT,HOMEIMPROVEMENT,C,25,22000,13.11,1,0.51,2,43000,9,N
RENT,PERSONAL,B,25,22000,10.74,1,0.42,2,52000,4,N
MORTGAGE,PERSONAL,D,21,4200,14.11,1,0.22,4,18701,0,Y
RENT,EDUCATION,B,22,22000,9.63,1,0.39,3,57000,6,N
RENT,MEDICAL,C,25,22000,14.65,1,0.38,2,58000,0,N
RENT,DEBTCONSOLIDATION,B,23,22000,10.25,1,0.37,4,60000,6,N
RENT,VENTURE,C,24,22000,14.26,1,0.37,2,60000,3,Y
MORTGAGE,EDUCATION,B,25,3000,9.91,1,0.16,2,18840,5,N
RENT,MEDICAL,E,26,22000,17.19,1,0.39,3,56000,7,N
RENT,EDUCATION,B,22,22000,11.36,1,0.31,4,70000,3,N
RENT,EDUCATION,F,22,22000,0,1,0.33,2,66000,1,N
RENT,DEBTCONSOLIDATION,B,23,22000,10.59,0,0.3,3,74064,3,N
RENT,EDUCATION,B,24,22000,9.25,0,0.29,2,76597,5,N
OWN,MEDICAL,A,22,3625,8.49,1,0.19,3,19000,6,N
RENT,VENTURE,A,26,22000,6.54,0,0.29,3,77000,0,N
OWN,MEDICAL,A,21,6000,8.49,1,0.32,3,19000,5,N
RENT,MEDICAL,A,24,22000,0,0,0.28,4,80000,0,N
RENT,VENTURE,B,26,22000,12.69,0,0.27,2,82600,10,N
OWN,MEDICAL,C,24,7400,13.85,1,0.39,2,19000,3,N
OWN,DEBTCONSOLIDATION,A,25,4000,7.4,1,0.21,3,19000,3,N
RENT,DEBTCONSOLIDATION,B,23,22000,11.71,0,0.26,4,84000,3,N
RENT,PERSONAL,B,25,22000,11.48,1,0.28,3,77650,8,N
RENT,EDUCATION,E,25,22000,17.51,1,0.27,2,82000,1,N
MORTGAGE,DEBTCONSOLIDATION,D,21,3500,14.61,1,0.18,3,19012,0,N
RENT,DEBTCONSOLIDATION,A,23,22000,7.88,0,0.22,4,99996,3,N
RENT,PERSONAL,B,23,22000,0,0,0.2,3,110000,0,N
MORTGAGE,PERSONAL,B,22,4950,11.71,1,0.26,2,19200,6,N
RENT,PERSONAL,B,25,21700,11.99,1,0.38,2,57000,4,N
RENT,VENTURE,C,24,21600,13.49,1,0.4,2,54000,5,N
RENT,MEDICAL,G,23,21600,21.21,1,0.39,4,56000,8,Y
RENT,DEBTCONSOLIDATION,C,26,21600,14.35,1,0.34,3,63000,2,Y
RENT,PERSONAL,C,22,21600,13.61,0,0.26,3,82000,3,Y
RENT,DEBTCONSOLIDATION,B,22,21600,11.26,1,0.28,3,78000,6,N
OWN,VENTURE,B,22,2400,10.59,0,0.13,3,19200,0,N
RENT,MEDICAL,A,24,21600,7.9,0,0.19,2,112140,8,N
MORTGAGE,HOMEIMPROVEMENT,A,24,7000,5.99,1,0.36,4,19200,0,N
OWN,EDUCATION,B,25,3000,11.99,1,0.16,4,19200,4,N
RENT,MEDICAL,D,24,21500,16.89,1,0.36,3,59000,5,N
RENT,HOMEIMPROVEMENT,B,24,21500,9.99,1,0.31,3,70000,5,N
RENT,EDUCATION,D,24,21500,15.33,0,0.19,3,116000,5,Y
RENT,EDUCATION,A,25,21450,7.29,1,0.36,4,60000,5,N
RENT,DEBTCONSOLIDATION,B,22,21250,12.42,1,0.69,3,31000,5,N
RENT,VENTURE,B,25,21250,10.99,1,0.45,2,47052,5,N
RENT,VENTURE,A,25,21250,6.91,1,0.42,2,51060,9,N
MORTGAGE,DEBTCONSOLIDATION,C,22,5000,14.17,1,0.26,2,19200,6,Y
RENT,MEDICAL,B,22,21250,10.25,1,0.4,3,53000,3,N
OWN,EDUCATION,B,26,9250,0,1,0.48,2,19200,0,N
RENT,VENTURE,D,24,21250,15.95,1,0.38,3,56000,8,Y
RENT,EDUCATION,D,24,21250,15.95,1,0.33,4,65000,4,Y
RENT,VENTURE,B,21,21000,12.53,1,0.6,4,35000,3,N
MORTGAGE,HOMEIMPROVEMENT,D,22,1400,14.91,1,0.07,4,19200,6,Y
MORTGAGE,MEDICAL,A,23,3000,0,1,0.16,4,19200,7,N
RENT,MEDICAL,A,26,21000,6.54,1,0.53,4,40000,3,N
OWN,VENTURE,B,25,1000,0,0,0.05,3,19200,2,N
RENT,MEDICAL,F,26,21000,17.26,1,0.5,4,42000,0,Y
RENT,MEDICAL,B,23,21000,11.36,1,0.33,2,63000,2,N
MORTGAGE,VENTURE,A,26,4000,7.51,1,0.21,4,19200,5,N
RENT,PERSONAL,B,22,21000,10.71,1,0.36,3,59000,2,N
RENT,PERSONAL,C,22,21000,13.98,0,0.3,4,70500,3,Y
RENT,DEBTCONSOLIDATION,D,26,21000,14.09,1,0.32,3,65219,11,N
RENT,EDUCATION,B,22,21000,10,0,0.28,3,75000,2,N
MORTGAGE,MEDICAL,D,22,5000,15.33,1,0.26,3,19200,3,N
RENT,MEDICAL,E,25,21000,16.32,1,0.29,4,62047,9,Y
RENT,HOMEIMPROVEMENT,A,24,21000,7.9,0,0.27,2,79000,8,N
RENT,MEDICAL,B,23,21000,11.99,0,0.26,3,80000,3,N
RENT,MEDICAL,B,24,21000,10.75,0,0.25,4,84000,8,N
RENT,HOMEIMPROVEMENT,C,26,21000,13.92,0,0.25,3,85000,3,N
RENT,EDUCATION,B,22,21000,9.91,0,0.23,3,93000,1,N
RENT,EDUCATION,E,26,21000,16.95,1,0.26,3,81000,10,Y
RENT,EDUCATION,A,26,21000,7.9,0,0.22,3,97000,1,N
RENT,EDUCATION,C,26,21000,0,0,0.22,3,97000,3,Y
RENT,PERSONAL,D,25,21000,16.49,1,0.21,3,100000,2,Y
OTHER,PERSONAL,C,26,7500,11.97,1,0.39,2,19200,0,Y
MORTGAGE,DEBTCONSOLIDATION,A,21,6250,6.17,1,0.32,3,19253,0,N
RENT,HOMEIMPROVEMENT,A,26,21000,8.9,0,0.17,2,125000,5,N
RENT,EDUCATION,C,25,21000,12.99,0,0.17,3,125000,9,Y
RENT,PERSONAL,B,23,20900,12.69,0,0.25,2,82000,2,N
MORTGAGE,EDUCATION,B,21,15000,9.64,1,0.77,2,19500,0,N
RENT,VENTURE,A,26,20500,7.49,1,0.41,3,50000,7,N
RENT,EDUCATION,C,23,20500,13.16,0,0.29,3,70000,2,Y
OWN,EDUCATION,A,22,2100,8.38,0,0.11,4,19800,1,N
RENT,EDUCATION,B,123,20400,10.25,0,0.25,3,80004,2,N
RENT,PERSONAL,A,23,20375,7.49,1,0.38,2,54000,7,N
RENT,EDUCATION,B,26,20050,9.76,1,0.77,2,26000,10,N
RENT,DEBTCONSOLIDATION,B,24,20000,10.99,1,0.61,3,33000,1,N
OWN,PERSONAL,B,23,5000,11.71,0,0.25,4,20000,0,N
OWN,PERSONAL,B,22,9250,10.65,0,0.46,4,20000,6,N
RENT,MEDICAL,B,24,20000,12.53,1,0.57,4,35364,1,N
RENT,MEDICAL,D,25,20000,14.59,1,0.53,4,38000,4,N
RENT,DEBTCONSOLIDATION,D,23,20000,12.61,1,0.63,4,32000,3,N
RENT,MEDICAL,C,25,20000,13.11,1,0.53,2,38004,6,N
MORTGAGE,MEDICAL,B,23,6400,10.65,0,0.32,4,20000,2,N
RENT,PERSONAL,C,25,20000,11.22,1,0.52,4,38556,9,Y
RENT,EDUCATION,D,23,20000,16,1,0.61,2,32900,1,N
RENT,HOMEIMPROVEMENT,B,25,20000,8.88,1,0.59,4,34000,10,N
RENT,PERSONAL,B,24,20000,12.53,1,0.5,3,40000,4,N
RENT,MEDICAL,D,21,20000,0,1,0.56,2,36000,5,Y
MORTGAGE,MEDICAL,A,26,4800,5.99,0,0.24,3,20000,5,N
RENT,EDUCATION,C,25,20000,13.47,1,0.48,4,42000,2,N
RENT,VENTURE,A,22,20000,6.99,1,0.47,4,42224,7,N
OWN,PERSONAL,D,25,5650,15.99,0,0.28,2,20000,0,Y
MORTGAGE,EDUCATION,C,23,3625,0,0,0.18,3,20000,7,Y
RENT,DEBTCONSOLIDATION,E,22,20000,16.69,1,0.54,3,37212,6,N
RENT,MEDICAL,B,25,20000,11.11,1,0.53,4,38000,9,N
RENT,EDUCATION,A,22,20000,7.9,1,0.44,4,45000,0,N
RENT,PERSONAL,B,23,20000,10.25,1,0.44,2,45000,4,N
RENT,MEDICAL,E,24,20000,0,1,0.44,2,45000,8,N
OWN,MEDICAL,A,23,1200,7.49,0,0.06,3,20000,7,N
RENT,DEBTCONSOLIDATION,C,22,20000,13.92,1,0.44,3,45000,1,Y
RENT,MEDICAL,D,24,20000,14.74,1,0.51,2,39000,5,N
RENT,EDUCATION,B,24,20000,10.62,1,0.43,2,46500,5,N
RENT,VENTURE,B,22,20000,10.65,1,0.42,3,48000,7,N
RENT,PERSONAL,D,22,20000,12.99,1,0.48,3,42000,1,N
RENT,VENTURE,B,22,20000,11.36,1,0.41,4,48500,1,N
OWN,EDUCATION,A,22,7500,5.79,0,0.38,4,20000,3,N
RENT,EDUCATION,A,23,20000,6.54,1,0.4,4,49400,0,N
MORTGAGE,VENTURE,A,25,4000,5.79,0,0.2,2,20000,1,N
RENT,DEBTCONSOLIDATION,A,25,20000,7.49,1,0.4,3,50000,10,N
RENT,EDUCATION,C,25,20000,13.43,1,0.4,2,50000,9,N
RENT,DEBTCONSOLIDATION,C,22,20000,13.22,1,0.4,2,50000,6,N
OWN,VENTURE,C,22,5000,14.72,0,0.25,3,20000,1,N
RENT,EDUCATION,E,22,20000,15.68,1,0.45,4,44000,2,N
RENT,MEDICAL,B,24,20000,0,1,0.39,3,50866,6,N
RENT,HOMEIMPROVEMENT,B,25,20000,11.48,1,0.39,3,50950,5,N
RENT,VENTURE,B,24,20000,10.38,1,0.39,3,51000,8,N
RENT,EDUCATION,B,22,20000,12.53,1,0.39,3,51000,5,N
RENT,EDUCATION,C,22,20000,13.47,1,0.39,2,51000,0,N
RENT,VENTURE,B,24,20000,12.21,1,0.39,4,51500,6,N
RENT,VENTURE,B,25,20000,10.99,1,0.38,3,51996,9,N
RENT,EDUCATION,B,25,20000,11.36,1,0.38,4,52000,1,N
RENT,DEBTCONSOLIDATION,D,22,20000,16,1,0.43,4,46000,2,Y
MORTGAGE,PERSONAL,A,26,1500,7.74,0,0.07,3,20000,1,N
RENT,EDUCATION,D,24,20000,15.65,1,0.38,2,52000,8,Y
RENT,DEBTCONSOLIDATION,C,25,20000,11.78,1,0.43,2,46000,9,Y
RENT,HOMEIMPROVEMENT,B,24,20000,0,1,0.38,3,52559,9,N
RENT,MEDICAL,D,22,20000,16.77,1,0.43,3,47000,5,N
RENT,EDUCATION,B,22,20000,9.91,1,0.37,4,54000,2,N
RENT,MEDICAL,D,23,20000,15.65,1,0.42,4,48000,7,N
RENT,MEDICAL,D,23,20000,14.96,1,0.42,3,48000,0,N
RENT,VENTURE,B,23,20000,11.83,1,0.37,4,54000,1,N
RENT,MEDICAL,C,24,20000,11.66,1,0.41,4,48912,0,N
RENT,EDUCATION,B,26,20000,12.18,1,0.36,4,54996,8,N
RENT,HOMEIMPROVEMENT,A,24,20000,6.91,1,0.36,2,55000,8,N
RENT,DEBTCONSOLIDATION,A,25,20000,6.91,1,0.36,3,55000,3,N
RENT,HOMEIMPROVEMENT,F,26,20000,19.79,1,0.41,3,49000,0,N
RENT,VENTURE,B,25,20000,9.88,1,0.36,4,55000,0,N
MORTGAGE,PERSONAL,B,22,16600,9.76,0,0.83,3,20000,0,N
RENT,DEBTCONSOLIDATION,B,23,20000,12.53,1,0.36,2,55000,5,N
RENT,VENTURE,B,25,20000,0,1,0.36,4,55200,7,N
MORTGAGE,PERSONAL,A,23,7125,6.99,0,0.36,2,20004,6,N
RENT,EDUCATION,D,23,20000,16.89,1,0.35,2,57000,3,N
RENT,PERSONAL,D,22,20000,17.49,1,0.39,4,51012,1,Y
MORTGAGE,EDUCATION,E,23,2500,16.82,0,0.12,2,20004,2,Y
MORTGAGE,HOMEIMPROVEMENT,B,26,3600,0,0,0.18,2,20004,4,N
RENT,DEBTCONSOLIDATION,C,22,20000,13.11,1,0.34,2,58000,0,N
RENT,DEBTCONSOLIDATION,A,23,20000,7.66,1,0.34,3,58800,7,N
RENT,MEDICAL,A,26,20000,6.17,1,0.34,3,59000,10,N
RENT,PERSONAL,E,26,20000,16.35,1,0.38,4,53000,1,Y
RENT,MEDICAL,A,23,20000,7.9,1,0.33,2,60000,7,N
RENT,VENTURE,D,24,20000,16.49,1,0.37,2,54000,2,N
OWN,VENTURE,A,21,3550,0,0,0.18,4,20245,5,N
MORTGAGE,HOMEIMPROVEMENT,A,26,7000,8,0,0.35,2,20280,5,N
RENT,PERSONAL,B,24,20000,10.99,1,0.33,2,60000,0,N
OWN,VENTURE,A,24,7750,6.91,0,0.38,3,20352,3,N
RENT,PERSONAL,B,25,20000,8.88,1,0.37,3,54000,6,N
RENT,VENTURE,A,24,20000,0,1,0.33,4,60000,8,N
RENT,DEBTCONSOLIDATION,D,23,20000,14.84,1,0.37,3,54000,6,Y
RENT,PERSONAL,B,23,20000,11.12,1,0.37,2,54000,2,N
RENT,EDUCATION,A,22,20000,7.88,1,0.33,3,60000,4,N
RENT,EDUCATION,B,25,20000,0,1,0.33,2,60000,2,N
MORTGAGE,EDUCATION,D,22,6000,15.99,0,0.29,4,20400,6,Y
MORTGAGE,DEBTCONSOLIDATION,B,24,5500,10.99,0,0.27,4,20400,5,N
RENT,EDUCATION,B,25,20000,0,1,0.33,3,60000,9,N
RENT,PERSONAL,D,25,20000,15.65,1,0.37,3,54000,1,Y
RENT,PERSONAL,E,24,20000,17.04,1,0.37,3,54000,1,Y
RENT,EDUCATION,B,23,20000,12.21,1,0.33,2,60000,3,N
OWN,EDUCATION,C,21,1275,15.23,0,0.06,3,20400,2,Y
RENT,DEBTCONSOLIDATION,D,25,20000,14.11,1,0.37,4,54000,1,N
RENT,PERSONAL,B,24,20000,11.14,1,0.33,2,60000,0,N
OWN,MEDICAL,B,21,2400,11.49,0,0.12,4,20400,5,N
RENT,PERSONAL,D,24,20000,13.87,1,0.33,4,60000,8,N
RENT,HOMEIMPROVEMENT,B,26,20000,10.08,1,0.33,4,60000,3,N
RENT,PERSONAL,E,23,20000,16.7,1,0.37,4,54504,1,Y
RENT,VENTURE,E,24,20000,18.64,1,0.36,2,55000,2,N
RENT,HOMEIMPROVEMENT,B,24,20000,12.18,1,0.33,4,61000,2,N
OWN,DEBTCONSOLIDATION,D,22,3800,0,0,0.19,3,20400,0,Y
RENT,MEDICAL,A,25,20000,6.54,1,0.32,3,62000,3,N
RENT,EDUCATION,D,24,20000,14.61,1,0.36,4,56000,3,Y
RENT,VENTURE,E,21,20000,17.39,1,0.36,3,56000,4,Y
RENT,HOMEIMPROVEMENT,B,24,20000,11.12,1,0.32,2,62400,8,N
RENT,VENTURE,B,25,20000,11.48,1,0.32,2,62400,7,N
RENT,MEDICAL,B,25,20000,12.42,1,0.32,3,63000,3,N
RENT,DEBTCONSOLIDATION,B,26,20000,10.25,1,0.34,2,58000,0,N
RENT,MEDICAL,B,23,20000,10.65,1,0.31,3,65000,0,N
OWN,PERSONAL,D,24,5000,16.29,0,0.24,3,20800,0,Y
RENT,MEDICAL,B,23,20000,10.37,1,0.31,2,65000,0,N
RENT,VENTURE,B,23,20000,11.49,1,0.31,3,65000,7,N
OWN,VENTURE,B,24,10000,10.59,0,0.48,4,20856,0,N
OWN,VENTURE,C,25,5375,13.49,0,0.26,2,20868,0,Y
RENT,PERSONAL,C,26,20000,0,1,0.34,4,59000,3,N
RENT,EDUCATION,C,23,20000,12.29,1,0.34,4,59000,7,N
MORTGAGE,DEBTCONSOLIDATION,D,21,3500,17.27,1,0.17,2,21000,5,Y
RENT,DEBTCONSOLIDATION,B,26,20000,11.99,1,0.31,2,65004,7,N
RENT,PERSONAL,D,25,20000,14.84,1,0.34,2,59004,1,Y
RENT,DEBTCONSOLIDATION,B,23,20000,10.83,1,0.34,2,59004,5,N
RENT,DEBTCONSOLIDATION,C,23,20000,13.22,1,0.31,2,65500,2,N
RENT,EDUCATION,B,22,20000,12.18,0,0.3,2,66996,3,N
RENT,MEDICAL,B,23,20000,11.11,0,0.3,2,67000,0,N
